test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Study_attendence_interaction,Passed the class
0.86,0.87,0.85,0.62,0.08,0.78,0.06,0.01,0.062400000000000004,1
0.75,0.88,0.65,0.69,0.05,0.69,0.06,0.0,0.034499999999999996,0
0.58,0.66,0.76,0.51,0.12,0.91,0.06,0.05,0.1092,1
0.84,0.79,0.93,0.74,0.0,0.66,0.07,0.02,0.0,0
0.57,0.77,0.72,0.93,0.08,0.66,0.06,0.06,0.05280000000000001,1
0.69,0.71,0.9,0.92,0.07,0.64,0.09,0.03,0.044800000000000006,0
0.91,0.84,0.99,0.61,0.0,0.57,0.07,0.02,0.0,0
0.71,0.7,0.47,0.74,0.05,0.64,0.04,0.03,0.032,0
0.68,0.63,0.9,0.53,0.01,0.7,0.09,0.0,0.006999999999999999,0
0.79,0.89,0.88,0.91,0.03,0.5,0.1,0.0,0.015,0
0.77,0.83,0.9,0.61,0.04,0.5,0.09,0.05,0.02,1
0.84,0.89,0.67,0.56,0.14,0.56,0.09,0.07,0.07840000000000001,1
0.92,0.7,0.87,0.87,0.07,0.58,0.09,0.0,0.040600000000000004,0
0.6,0.5,0.75,0.89,0.09,0.69,0.08,0.02,0.062099999999999995,0
0.8,0.47,0.79,0.81,0.0,0.74,0.07,0.03,0.0,0
0.98,0.5,0.64,0.92,0.04,0.64,0.1,0.03,0.0256,0
0.97,0.72,0.75,0.55,0.06,0.69,0.09,0.01,0.04139999999999999,0
0.88,0.47,0.52,0.76,0.07,0.73,0.07,0.03,0.051100000000000007,0
0.85,0.57,0.99,0.84,0.09,0.76,0.07,0.01,0.0684,1
0.79,0.57,0.46,0.7,0.08,0.81,0.07,0.01,0.06480000000000001,0
0.72,0.57,0.4,0.69,0.02,0.57,0.05,0.03,0.011399999999999999,0
0.68,0.45,0.48,0.68,0.09,0.65,0.08,0.02,0.058499999999999996,0
0.61,0.84,0.98,0.82,0.04,0.59,0.07,0.02,0.0236,0
0.64,0.81,0.67,0.53,0.08,0.83,0.07,0.05,0.0664,1
0.8,0.75,0.75,0.68,0.0,0.68,0.05,0.0,0.0,0
0.92,0.96,0.85,0.98,0.08,0.69,0.08,0.02,0.0552,0
0.86,0.61,0.69,0.77,0.09,0.91,0.05,0.08,0.0819,1
0.86,0.53,0.48,0.71,0.07,0.64,0.04,0.03,0.044800000000000006,0
0.64,0.89,0.69,0.73,0.03,0.53,0.1,0.0,0.0159,0
0.78,0.57,0.74,0.95,0.09,0.55,0.1,0.03,0.0495,0
0.99,0.81,0.86,0.79,0.05,0.7,0.06,0.04,0.034999999999999996,1
0.92,0.58,0.66,0.78,0.0,0.5,0.1,0.0,0.0,0
0.75,0.55,0.68,0.59,0.11,0.78,0.07,0.06,0.0858,1
0.93,0.69,0.44,0.81,0.03,0.6,0.06,0.01,0.018,0
0.51,0.75,0.4,0.58,0.1,0.63,0.07,0.03,0.063,0
0.69,0.58,0.82,0.74,0.05,0.73,0.05,0.0,0.0365,0
0.64,0.51,0.9,0.65,0.08,0.62,0.04,0.0,0.0496,0
0.53,0.68,0.44,0.64,0.02,0.55,0.1,0.0,0.011000000000000001,0
0.71,0.93,0.93,0.97,0.12,0.72,0.1,0.05,0.08639999999999999,1
0.99,0.8,0.68,0.67,0.06,0.6,0.07,0.01,0.036,0
0.87,0.86,0.95,0.72,0.07,0.75,0.05,0.0,0.052500000000000005,1
0.72,0.86,0.56,0.91,0.0,0.74,0.05,0.02,0.0,0
0.75,0.91,0.9,0.52,0.0,0.83,0.08,0.0,0.0,0
0.6,0.96,0.88,0.56,0.11,0.67,0.1,0.02,0.0737,0
0.77,0.88,0.76,0.88,0.04,0.58,0.1,0.0,0.0232,0
0.51,0.85,0.63,0.6,0.0,0.5,0.1,0.0,0.0,0
0.57,0.47,0.91,0.73,0.02,0.66,0.1,0.0,0.013200000000000002,0
0.78,0.91,0.66,0.84,0.11,0.84,0.05,0.04,0.0924,1
0.6,0.88,0.48,0.99,0.01,0.5,0.06,0.05,0.005,1
0.86,0.7,0.93,0.74,0.12,0.57,0.1,0.01,0.06839999999999999,0
0.67,0.91,0.77,0.77,0.05,0.94,0.05,0.0,0.047,1
0.99,0.7,0.98,0.61,0.06,0.53,0.1,0.0,0.0318,0
0.63,0.45,0.92,0.72,0.01,0.54,0.09,0.02,0.0054,0
0.59,0.59,0.52,0.66,0.0,0.5,0.1,0.0,0.0,0
0.84,0.55,0.65,0.9,0.05,0.5,0.1,0.0,0.025,0
0.58,0.81,0.92,0.86,0.06,0.64,0.08,0.01,0.0384,0
0.84,0.51,0.5,0.67,0.08,0.81,0.1,0.01,0.06480000000000001,0
0.6,0.56,0.94,0.58,0.01,0.61,0.08,0.0,0.0061,0
0.93,0.96,0.63,0.94,0.01,0.5,0.07,0.0,0.005,0
0.61,0.82,0.94,0.84,0.15,0.74,0.07,0.06,0.111,1
0.52,0.98,0.72,0.85,0.08,0.51,0.09,0.05,0.0408,1
0.88,0.47,0.88,0.67,0.06,0.56,0.06,0.0,0.033600000000000005,0
0.63,0.86,0.97,0.69,0.12,0.73,0.1,0.06,0.0876,1
0.77,0.97,0.45,0.7,0.03,0.61,0.09,0.02,0.0183,0
0.6,0.7,0.74,0.96,0.0,0.62,0.07,0.0,0.0,0
0.88,0.98,0.55,0.69,0.12,0.83,0.07,0.05,0.0996,1
0.74,0.74,0.52,0.55,0.16,0.76,0.09,0.04,0.1216,1
0.7,0.76,0.83,0.58,0.0,0.52,0.06,0.0,0.0,0
0.59,0.8,0.96,0.92,0.06,0.72,0.1,0.01,0.043199999999999995,0
0.92,0.89,0.5,0.78,0.1,0.53,0.07,0.03,0.053000000000000005,0
0.64,0.95,0.62,0.78,0.09,0.7,0.1,0.0,0.063,0
0.68,0.81,0.41,0.62,0.05,0.78,0.03,0.02,0.03900000000000001,0
0.97,0.99,0.99,0.85,0.04,0.57,0.1,0.04,0.022799999999999997,1
0.71,0.98,0.69,0.76,0.0,0.54,0.08,0.01,0.0,0
0.7,0.62,0.58,0.96,0.16,0.95,0.1,0.05,0.152,1
0.93,0.45,0.79,0.98,0.14,0.76,0.05,0.07,0.10640000000000001,1
0.81,0.97,0.84,0.93,0.05,0.66,0.06,0.05,0.033,1
0.99,0.65,0.85,0.55,0.07,0.7,0.06,0.0,0.049,0
0.72,0.72,0.86,0.88,0.03,0.54,0.1,0.0,0.0162,0
0.62,0.92,0.88,0.81,0.05,0.77,0.09,0.01,0.038500000000000006,1
0.54,0.6,0.54,0.98,0.04,0.8,0.05,0.01,0.032,0
0.53,0.92,0.92,0.92,0.0,0.57,0.1,0.0,0.0,0
0.77,0.72,0.81,0.93,0.06,0.7,0.07,0.03,0.041999999999999996,0
0.63,0.66,0.72,0.77,0.06,0.76,0.05,0.01,0.0456,0
0.57,0.63,0.83,0.94,0.0,0.7,0.08,0.0,0.0,0
0.58,0.92,0.8,0.5,0.03,0.74,0.1,0.0,0.022199999999999998,0
0.84,0.45,0.94,0.99,0.0,0.5,0.1,0.03,0.0,0
0.86,0.75,0.44,0.92,0.02,0.69,0.05,0.0,0.0138,0
0.7,0.96,0.61,0.8,0.06,0.81,0.08,0.01,0.048600000000000004,1
0.67,0.96,0.66,0.79,0.07,0.73,0.09,0.03,0.051100000000000007,0
0.82,0.86,0.86,0.67,0.07,0.82,0.05,0.01,0.0574,1
0.57,0.78,0.74,0.78,0.16,0.76,0.08,0.04,0.1216,1
0.98,0.9,0.58,0.91,0.1,0.74,0.03,0.06,0.074,1
0.66,0.84,0.78,0.87,0.09,0.69,0.05,0.02,0.062099999999999995,0
0.92,0.5,0.46,0.72,0.07,0.72,0.07,0.01,0.0504,0
0.8,0.72,0.78,0.71,0.0,0.68,0.07,0.0,0.0,0
0.83,0.47,0.73,0.51,0.05,0.53,0.09,0.02,0.026500000000000003,0
0.55,0.75,0.73,0.54,0.06,0.67,0.08,0.02,0.0402,0
0.71,0.6,0.66,0.91,0.09,0.69,0.07,0.0,0.062099999999999995,0
0.63,0.61,0.83,0.64,0.0,0.55,0.1,0.02,0.0,0
0.52,0.88,0.44,0.81,0.03,0.66,0.08,0.0,0.0198,0
0.61,0.71,0.43,0.95,0.0,0.51,0.1,0.02,0.0,0
0.85,0.95,0.46,0.55,0.05,0.56,0.08,0.02,0.028000000000000004,0
0.61,0.68,0.87,0.63,0.04,0.58,0.1,0.01,0.0232,0
0.94,0.64,0.42,0.73,0.01,0.5,0.1,0.0,0.005,0
0.51,0.76,0.6,0.7,0.1,0.63,0.05,0.01,0.063,0
0.51,0.79,0.73,0.63,0.01,0.79,0.07,0.0,0.0079,0
0.64,0.57,0.88,0.61,0.09,0.58,0.09,0.02,0.052199999999999996,0
0.72,0.92,0.48,0.53,0.05,0.56,0.07,0.0,0.028000000000000004,0
0.78,0.87,0.59,0.93,0.05,0.66,0.1,0.01,0.033,0
0.66,0.64,0.79,0.7,0.1,0.59,0.08,0.07,0.059,1
0.81,0.92,0.51,0.66,0.11,0.62,0.06,0.01,0.0682,0
0.56,0.96,0.78,0.78,0.09,0.57,0.06,0.05,0.05129999999999999,1
0.79,0.46,0.85,0.65,0.0,0.6,0.1,0.0,0.0,0
0.77,0.48,0.67,0.67,0.12,0.7,0.08,0.0,0.08399999999999999,0
0.63,0.71,0.87,0.87,0.13,0.77,0.04,0.01,0.10010000000000001,1
0.93,0.69,0.72,0.9,0.06,0.68,0.09,0.0,0.0408,0
0.79,0.48,0.49,0.93,0.01,0.73,0.09,0.0,0.0073,0
0.66,0.76,0.5,0.6,0.0,0.55,0.09,0.0,0.0,0
0.81,0.61,0.46,0.81,0.05,0.53,0.1,0.0,0.026500000000000003,0
0.95,0.45,0.57,0.77,0.01,0.52,0.06,0.03,0.005200000000000001,0
0.55,0.77,0.58,0.65,0.05,0.83,0.05,0.04,0.0415,1
0.73,0.74,0.53,0.83,0.04,0.5,0.1,0.01,0.02,0
0.55,0.49,0.56,0.99,0.0,0.71,0.1,0.0,0.0,0
0.76,0.98,0.62,0.79,0.05,0.76,0.08,0.0,0.038000000000000006,1
0.67,0.56,0.58,0.87,0.06,0.69,0.07,0.01,0.04139999999999999,0
0.73,0.82,0.93,0.71,0.03,0.54,0.07,0.0,0.0162,0
0.86,0.76,0.99,0.54,0.06,0.71,0.07,0.02,0.0426,0
0.73,0.82,0.84,0.58,0.12,0.64,0.1,0.05,0.0768,1
0.87,0.61,0.94,0.62,0.03,0.58,0.1,0.0,0.0174,0
0.83,0.98,0.42,0.88,0.04,0.66,0.1,0.04,0.026400000000000003,1
0.89,0.89,0.73,0.72,0.09,0.64,0.08,0.05,0.0576,1
0.96,0.84,0.64,0.76,0.14,0.63,0.08,0.04,0.08820000000000001,1
0.64,0.76,0.8,0.81,0.08,0.66,0.06,0.07,0.05280000000000001,1
0.6,0.68,0.7,0.8,0.02,0.67,0.09,0.01,0.0134,0
0.71,0.56,0.78,0.82,0.02,0.73,0.1,0.01,0.0146,0
0.73,0.91,0.53,0.91,0.05,0.72,0.07,0.02,0.036,0
0.5,0.75,0.76,0.75,0.04,0.79,0.05,0.02,0.0316,0
0.67,0.63,0.91,0.67,0.18,0.8,0.04,0.03,0.144,1
0.93,0.73,0.86,0.61,0.08,0.66,0.1,0.02,0.05280000000000001,0
0.61,0.65,0.59,0.52,0.15,0.93,0.04,0.03,0.1395,0
0.92,0.7,0.71,0.54,0.12,0.68,0.06,0.03,0.0816,0
0.77,0.96,0.72,0.63,0.0,0.69,0.05,0.01,0.0,0
0.89,0.72,0.91,0.96,0.05,0.78,0.08,0.03,0.03900000000000001,1
0.56,0.61,0.7,0.61,0.05,0.5,0.1,0.02,0.025,0
0.72,0.53,0.46,0.53,0.07,0.67,0.09,0.03,0.046900000000000004,0
0.7,0.65,0.44,0.65,0.07,0.56,0.06,0.0,0.039200000000000006,0
0.83,0.94,0.96,0.6,0.0,0.5,0.08,0.0,0.0,0
0.6,0.78,0.43,0.85,0.0,0.52,0.05,0.0,0.0,0
0.71,0.55,0.5,0.87,0.06,0.5,0.1,0.0,0.03,0
0.91,0.99,0.58,0.97,0.07,0.75,0.06,0.01,0.052500000000000005,1
0.84,0.64,0.77,0.51,0.13,0.7,0.08,0.06,0.091,1
0.78,0.93,0.59,0.62,0.08,0.79,0.07,0.02,0.0632,1
0.91,0.97,0.66,0.57,0.13,0.76,0.09,0.01,0.0988,1
0.77,0.94,0.68,0.93,0.11,0.7,0.07,0.04,0.077,1
0.67,0.91,0.57,0.7,0.07,0.58,0.1,0.03,0.040600000000000004,0
0.63,0.83,0.76,0.75,0.12,0.68,0.08,0.07,0.0816,1
0.67,0.6,0.91,0.87,0.04,0.68,0.06,0.0,0.027200000000000002,0
0.77,0.73,0.86,0.84,0.07,0.64,0.09,0.01,0.044800000000000006,0
0.73,0.45,0.92,0.64,0.06,0.6,0.09,0.0,0.036,0
0.57,0.62,0.99,0.89,0.01,0.61,0.08,0.02,0.0061,0
0.91,0.66,0.64,0.79,0.02,0.74,0.06,0.0,0.0148,0
0.94,0.52,0.59,0.51,0.0,0.62,0.1,0.0,0.0,0
0.57,0.51,0.45,0.65,0.0,0.71,0.1,0.0,0.0,0
0.53,0.69,0.75,0.62,0.05,0.5,0.08,0.0,0.025,0
0.76,0.74,0.88,0.5,0.09,0.7,0.05,0.02,0.063,0
0.85,0.78,0.54,0.92,0.01,0.6,0.09,0.0,0.006,0
0.54,0.88,0.57,0.77,0.07,0.58,0.09,0.01,0.040600000000000004,0
0.82,0.92,0.77,0.5,0.07,0.69,0.09,0.02,0.0483,0
0.98,0.85,0.95,0.89,0.13,0.81,0.06,0.02,0.1053,1
0.83,0.96,0.64,0.83,0.06,0.67,0.1,0.0,0.0402,0
0.79,0.55,0.59,0.62,0.14,0.62,0.1,0.07,0.0868,1
0.57,0.59,0.61,0.51,0.09,0.74,0.1,0.03,0.06659999999999999,0
0.88,0.79,0.9,0.53,0.06,0.78,0.04,0.03,0.0468,1
0.96,0.67,0.51,0.74,0.05,0.67,0.03,0.01,0.0335,0
0.75,0.97,0.8,0.83,0.13,0.72,0.05,0.05,0.0936,1
0.86,0.89,0.79,0.62,0.07,0.6,0.1,0.0,0.042,0
0.83,0.65,0.99,0.85,0.07,0.71,0.09,0.01,0.0497,0
0.56,0.72,0.86,0.81,0.03,0.59,0.08,0.0,0.017699999999999997,0
0.89,0.57,0.72,0.7,0.04,1.0,0.05,0.0,0.04,0
0.77,0.78,0.68,0.75,0.01,0.72,0.1,0.02,0.0072,0
0.88,0.82,0.41,0.64,0.15,0.78,0.09,0.01,0.11699999999999999,0
0.88,0.5,0.65,0.78,0.04,0.69,0.05,0.03,0.0276,0
0.77,0.88,0.96,0.75,0.08,0.67,0.07,0.01,0.0536,0
0.63,0.48,0.71,0.7,0.08,0.73,0.05,0.01,0.0584,0
0.99,0.49,0.97,0.61,0.14,0.8,0.0,0.04,0.11200000000000002,1
0.87,0.99,0.42,0.61,0.06,0.58,0.09,0.02,0.0348,0
0.53,0.84,0.69,0.54,0.0,0.58,0.05,0.01,0.0,0
0.91,0.5,0.58,0.91,0.07,0.7,0.05,0.0,0.049,0
0.67,0.65,0.49,0.75,0.09,0.73,0.03,0.0,0.0657,0
0.93,0.72,0.64,0.81,0.05,0.62,0.1,0.02,0.031,0
0.97,0.47,0.85,0.51,0.09,0.65,0.09,0.01,0.058499999999999996,0
0.74,0.67,0.58,0.57,0.07,0.73,0.1,0.01,0.051100000000000007,0
0.56,0.52,0.97,0.76,0.03,0.69,0.1,0.0,0.020699999999999996,0
0.87,0.63,0.99,0.86,0.14,0.7,0.06,0.05,0.098,1
0.77,0.97,0.82,0.57,0.07,0.5,0.1,0.0,0.035,0
0.54,0.55,0.6,0.73,0.13,0.79,0.07,0.06,0.10270000000000001,1
0.52,0.94,0.45,0.62,0.07,0.76,0.07,0.0,0.053200000000000004,0
0.93,0.54,0.9,0.78,0.03,0.69,0.06,0.0,0.020699999999999996,0
0.8,0.72,0.53,0.62,0.0,0.78,0.08,0.0,0.0,0
0.96,0.64,0.97,0.72,0.13,0.81,0.06,0.05,0.1053,1
0.91,0.88,0.47,0.96,0.13,0.76,0.06,0.03,0.0988,1
0.69,0.96,0.41,0.64,0.12,0.63,0.08,0.0,0.0756,0
0.68,0.72,0.93,0.73,0.13,0.72,0.09,0.05,0.0936,1
0.97,0.73,0.57,0.92,0.17,0.75,0.05,0.06,0.1275,1
0.6,0.52,0.96,0.72,0.0,0.62,0.09,0.0,0.0,0
0.89,0.63,0.61,0.59,0.0,0.5,0.07,0.01,0.0,0
0.52,0.97,0.96,0.87,0.06,0.72,0.06,0.04,0.043199999999999995,1
0.72,0.92,0.69,0.54,0.13,0.67,0.07,0.02,0.08710000000000001,0
0.56,0.65,0.75,0.54,0.07,0.7,0.09,0.01,0.049,0
0.72,0.62,0.67,0.8,0.08,0.63,0.09,0.01,0.0504,0
0.56,0.53,0.74,0.89,0.03,0.62,0.1,0.0,0.0186,0
0.95,0.48,0.41,0.5,0.02,0.53,0.1,0.01,0.0106,0
0.83,0.85,0.95,0.51,0.07,0.59,0.1,0.05,0.0413,1
0.91,0.69,0.75,0.98,0.06,0.71,0.04,0.01,0.0426,0
0.68,0.78,0.57,0.78,0.05,0.74,0.06,0.02,0.037,0
0.58,0.53,0.82,0.56,0.08,0.67,0.05,0.06,0.0536,1
0.97,0.53,0.48,0.78,0.07,0.79,0.08,0.02,0.05530000000000001,0
0.67,0.62,0.67,0.58,0.08,0.78,0.07,0.0,0.062400000000000004,0
0.9,0.55,0.47,0.85,0.06,0.68,0.06,0.0,0.0408,0
0.97,0.57,0.92,0.56,0.11,0.61,0.09,0.03,0.06709999999999999,0
0.94,0.82,0.47,0.77,0.03,0.65,0.1,0.06,0.0195,1
0.91,0.53,0.44,0.59,0.0,0.64,0.05,0.0,0.0,0
0.74,0.6,0.52,0.65,0.05,0.7,0.07,0.02,0.034999999999999996,0
0.63,0.48,0.46,0.59,0.09,0.65,0.08,0.06,0.058499999999999996,1
0.93,0.78,0.6,0.88,0.06,0.59,0.06,0.05,0.035399999999999994,1
0.74,0.51,0.68,0.75,0.16,0.6,0.07,0.08,0.096,1
0.68,0.59,0.76,0.83,0.01,0.62,0.08,0.01,0.0062,0
0.88,0.82,0.84,0.83,0.07,0.66,0.08,0.01,0.046200000000000005,0
0.64,0.55,0.91,0.89,0.0,0.72,0.09,0.03,0.0,0
0.65,0.76,0.87,0.63,0.14,0.64,0.09,0.06,0.08960000000000001,1
0.76,0.71,0.53,0.67,0.06,0.66,0.09,0.0,0.0396,0
0.89,0.74,0.76,0.5,0.0,0.5,0.1,0.0,0.0,0
0.59,0.96,0.94,0.66,0.06,0.82,0.09,0.01,0.049199999999999994,1
0.53,0.61,0.9,0.98,0.0,0.56,0.09,0.0,0.0,0
0.68,0.8,0.43,0.71,0.13,0.59,0.05,0.03,0.0767,0
0.77,0.63,0.95,0.86,0.02,0.63,0.1,0.0,0.0126,0
0.7,0.51,0.61,0.65,0.06,0.68,0.1,0.01,0.0408,0
0.96,0.87,0.95,0.56,0.05,0.59,0.08,0.02,0.0295,0
0.63,0.89,0.5,0.64,0.06,0.66,0.1,0.0,0.0396,0
0.82,0.65,0.73,0.7,0.11,0.61,0.1,0.02,0.06709999999999999,0
0.97,0.72,0.84,0.51,0.06,0.6,0.1,0.0,0.036,0
0.59,0.47,0.55,0.97,0.08,0.62,0.09,0.0,0.0496,0
0.68,0.58,0.48,0.74,0.0,0.87,0.03,0.0,0.0,0
0.79,0.46,0.55,0.58,0.0,0.71,0.08,0.0,0.0,0
0.71,0.73,0.78,0.69,0.07,0.67,0.1,0.03,0.046900000000000004,0
0.52,0.62,0.55,0.99,0.02,0.6,0.1,0.01,0.012,0
0.86,0.81,0.7,0.59,0.14,0.86,0.06,0.05,0.12040000000000001,1
0.9,0.89,0.7,0.7,0.13,0.85,0.03,0.04,0.1105,1
0.67,0.89,0.52,0.53,0.14,0.71,0.09,0.03,0.0994,0
0.6,0.68,0.44,0.79,0.06,0.89,0.06,0.0,0.053399999999999996,0
0.97,0.9,0.98,0.83,0.05,0.62,0.09,0.02,0.031,0
0.51,0.56,0.86,0.79,0.08,0.65,0.07,0.0,0.052000000000000005,0
0.61,0.97,0.78,0.63,0.02,0.68,0.09,0.0,0.013600000000000001,0
0.55,0.89,0.57,0.71,0.05,0.66,0.1,0.03,0.033,0
0.92,0.76,0.98,0.5,0.1,0.65,0.09,0.02,0.065,0
0.89,0.62,0.59,0.57,0.04,0.61,0.1,0.03,0.0244,0
0.93,0.57,0.94,0.6,0.19,0.73,0.09,0.08,0.1387,1
0.78,0.48,0.41,0.5,0.09,0.7,0.08,0.02,0.063,0
0.79,0.67,0.79,0.54,0.02,0.6,0.08,0.03,0.012,0
0.51,0.98,0.69,0.94,0.12,0.76,0.06,0.01,0.0912,1
0.58,0.54,0.49,0.98,0.13,0.76,0.03,0.0,0.0988,0
0.96,0.99,0.81,0.59,0.02,0.53,0.07,0.0,0.0106,0
0.51,0.49,0.5,0.88,0.11,0.66,0.08,0.06,0.0726,1
0.78,0.94,0.92,0.62,0.02,0.73,0.08,0.0,0.0146,0
0.82,0.84,0.68,0.7,0.08,0.67,0.08,0.05,0.0536,1
0.59,0.58,0.92,0.85,0.06,0.56,0.1,0.03,0.033600000000000005,0
0.83,0.78,0.79,0.94,0.04,0.61,0.09,0.03,0.0244,0
0.93,0.72,0.55,0.82,0.04,0.64,0.07,0.0,0.0256,0
0.57,0.52,0.87,0.92,0.01,0.83,0.05,0.02,0.0083,0
0.86,0.6,0.67,0.77,0.04,0.6,0.1,0.0,0.024,0
0.82,0.75,0.56,0.58,0.02,0.59,0.06,0.01,0.0118,0
0.96,0.51,0.77,0.94,0.12,0.74,0.07,0.05,0.08879999999999999,1
0.55,0.47,0.89,0.6,0.0,0.67,0.09,0.0,0.0,0
0.93,0.73,0.88,0.89,0.17,0.97,0.03,0.09,0.16490000000000002,1
0.89,0.8,0.83,0.78,0.07,0.65,0.07,0.05,0.045500000000000006,1
0.94,0.83,0.54,0.56,0.0,0.58,0.09,0.0,0.0,0
0.68,0.48,0.7,0.76,0.09,0.57,0.09,0.0,0.05129999999999999,0
0.81,0.53,0.46,0.71,0.04,0.51,0.1,0.0,0.0204,0
0.76,0.99,0.99,0.8,0.02,0.62,0.08,0.0,0.0124,0
0.5,0.61,0.85,0.79,0.03,0.54,0.09,0.03,0.0162,0
0.92,0.93,0.69,0.77,0.05,0.5,0.09,0.01,0.025,0
0.82,0.64,0.75,0.69,0.13,0.66,0.1,0.02,0.0858,0
0.89,0.58,0.88,0.64,0.03,0.51,0.08,0.02,0.0153,0
0.81,0.9,0.65,0.64,0.01,0.6,0.1,0.04,0.006,1
0.54,0.73,0.5,0.61,0.02,0.5,0.1,0.0,0.01,0
0.66,0.57,0.98,0.66,0.01,0.57,0.08,0.0,0.005699999999999999,0
0.57,0.8,0.45,0.72,0.12,0.77,0.07,0.06,0.0924,1
0.91,0.89,0.81,0.55,0.1,0.68,0.06,0.03,0.068,0
0.83,0.97,0.68,0.94,0.01,0.6,0.1,0.02,0.006,0
0.58,0.61,0.67,0.65,0.0,0.5,0.1,0.0,0.0,0
0.72,0.91,0.54,0.76,0.05,0.71,0.06,0.0,0.0355,0
0.84,0.94,0.68,0.72,0.0,0.62,0.09,0.0,0.0,0
0.99,0.87,0.45,0.5,0.03,0.62,0.07,0.0,0.0186,0
0.56,0.48,0.87,0.94,0.06,0.68,0.06,0.01,0.0408,0
0.64,0.64,0.51,0.56,0.15,0.73,0.08,0.04,0.1095,1
0.69,0.55,0.9,0.94,0.0,0.64,0.08,0.0,0.0,0
0.99,0.86,0.55,0.88,0.22,0.89,0.05,0.06,0.1958,1
0.74,0.66,0.85,0.89,0.08,0.64,0.1,0.02,0.0512,0
0.52,0.89,0.77,0.99,0.01,0.56,0.1,0.01,0.005600000000000001,0
0.95,0.98,0.97,0.98,0.17,0.71,0.09,0.05,0.1207,1
0.73,0.52,0.48,0.97,0.08,0.61,0.07,0.0,0.0488,0
0.83,0.72,0.61,0.98,0.11,0.62,0.08,0.01,0.0682,0
0.95,0.89,0.72,0.89,0.13,0.72,0.09,0.04,0.0936,1
0.71,0.85,0.65,0.88,0.13,0.7,0.1,0.02,0.091,0
0.6,0.74,0.93,0.67,0.0,0.6,0.08,0.0,0.0,0
0.97,0.77,0.79,0.85,0.12,0.76,0.04,0.05,0.0912,1
0.57,0.77,0.46,0.71,0.06,0.69,0.09,0.01,0.04139999999999999,0
0.88,0.91,0.85,0.51,0.11,0.84,0.08,0.05,0.0924,1
0.92,0.98,0.71,0.97,0.06,0.66,0.08,0.02,0.0396,0
0.84,0.8,0.79,0.75,0.04,0.62,0.09,0.0,0.0248,0
0.98,0.71,0.82,0.99,0.05,0.66,0.05,0.0,0.033,0
0.95,0.64,0.99,0.81,0.11,0.77,0.09,0.05,0.0847,1
0.87,0.77,0.63,0.72,0.07,0.87,0.07,0.04,0.0609,1
0.57,0.69,0.8,0.89,0.03,0.66,0.07,0.0,0.0198,0
0.86,0.88,0.9,0.95,0.07,0.69,0.1,0.0,0.0483,0
0.76,0.87,0.78,0.67,0.14,0.84,0.03,0.06,0.11760000000000001,1
0.77,0.63,0.77,0.68,0.09,0.64,0.08,0.0,0.0576,0
0.89,0.91,0.89,0.73,0.11,0.7,0.1,0.02,0.077,0
0.83,0.65,0.76,0.53,0.08,0.71,0.1,0.05,0.056799999999999996,1
0.81,0.86,0.58,0.95,0.13,0.65,0.06,0.04,0.0845,1
0.64,0.77,0.82,0.51,0.01,0.5,0.1,0.0,0.005,0
0.93,0.47,0.44,0.79,0.11,0.77,0.07,0.02,0.0847,0
0.66,0.58,0.69,0.98,0.06,0.56,0.09,0.02,0.033600000000000005,0
0.82,0.59,0.98,0.87,0.02,0.72,0.08,0.03,0.0144,0
0.96,0.77,0.64,0.8,0.08,0.64,0.09,0.02,0.0512,0
0.95,0.86,0.69,0.89,0.07,0.65,0.1,0.03,0.045500000000000006,0
0.65,0.66,0.95,0.65,0.08,0.5,0.1,0.04,0.04,1
0.78,0.45,0.64,0.82,0.1,0.74,0.04,0.06,0.074,1
0.58,0.75,0.48,0.99,0.01,0.66,0.06,0.0,0.006600000000000001,0
0.82,0.91,0.66,0.52,0.17,0.82,0.08,0.07,0.1394,1
0.98,0.79,0.63,0.67,0.0,0.68,0.05,0.02,0.0,0
0.78,0.97,0.79,0.59,0.05,0.5,0.07,0.0,0.025,0
0.62,0.64,0.82,0.51,0.16,0.63,0.07,0.04,0.1008,1
0.7,0.76,0.98,0.79,0.0,0.5,0.1,0.01,0.0,0
0.7,0.99,0.93,0.79,0.05,0.61,0.1,0.01,0.0305,0
0.54,0.98,0.77,0.74,0.03,0.54,0.07,0.02,0.0162,0
0.59,0.56,0.54,0.92,0.0,0.63,0.04,0.01,0.0,0
0.55,0.95,0.77,0.73,0.06,0.66,0.1,0.01,0.0396,0
0.62,0.6,0.65,0.84,0.08,0.72,0.09,0.01,0.0576,0
0.5,0.52,0.93,0.59,0.07,0.72,0.08,0.01,0.0504,0
0.69,0.58,0.69,0.97,0.03,0.5,0.09,0.0,0.015,0
0.96,0.62,0.5,0.79,0.0,0.69,0.08,0.0,0.0,0
0.95,0.99,0.68,0.75,0.06,0.62,0.09,0.03,0.0372,0
0.57,0.74,0.54,0.84,0.02,0.71,0.06,0.02,0.014199999999999999,0
0.59,0.77,0.83,0.73,0.08,0.53,0.1,0.0,0.0424,0
0.58,0.78,0.48,0.69,0.03,0.69,0.04,0.01,0.020699999999999996,0
0.98,0.88,0.81,0.88,0.11,0.72,0.09,0.04,0.07919999999999999,1
0.9,0.93,0.68,0.98,0.0,0.75,0.05,0.0,0.0,0
