test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Passed the class
71,55,50,87,6,50,10,0,No
91,99,58,97,7,75,6,1,Yes
84,64,77,51,13,70,8,6,Yes
78,93,59,62,8,79,7,2,Yes
91,97,66,57,13,76,9,1,Yes
77,94,68,93,11,70,7,4,Yes
67,91,57,70,7,58,10,3,No
63,83,76,75,12,68,8,7,Yes
67,60,91,87,4,68,6,0,No
77,73,86,84,7,64,9,1,No
73,45,92,64,6,60,9,0,No
57,62,99,89,1,61,8,2,No
91,66,64,79,2,74,6,0,No
94,52,59,51,0,62,10,0,No
57,51,45,65,0,71,10,0,No
53,69,75,62,5,50,8,0,No
76,74,88,50,9,70,5,2,No
85,78,54,92,1,60,9,0,No
54,88,57,77,7,58,9,1,No
82,92,77,50,7,69,9,2,No
98,85,95,89,13,81,6,2,Yes
83,96,64,83,6,67,10,0,No
79,55,59,62,14,62,10,7,Yes
57,59,61,51,9,74,10,3,No
88,79,90,53,6,78,4,3,Yes
96,67,51,74,5,67,3,1,No
75,97,80,83,13,72,5,5,Yes
86,89,79,62,7,60,10,0,No
83,65,99,85,7,71,9,1,No
56,72,86,81,3,59,8,0,No
89,57,72,70,4,100,5,0,No
77,78,68,75,1,72,10,2,No
88,82,41,64,15,78,9,1,No
88,50,65,78,4,69,5,3,No
77,88,96,75,8,67,7,1,No
63,48,71,70,8,73,5,1,No
99,49,97,61,14,80,0,4,Yes
87,99,42,61,6,58,9,2,No
53,84,69,54,0,58,5,1,No
91,50,58,91,7,70,5,0,No
67,65,49,75,9,73,3,0,No
93,72,64,81,5,62,10,2,No
97,47,85,51,9,65,9,1,No
74,67,58,57,7,73,10,1,No
56,52,97,76,3,69,10,0,No
87,63,99,86,14,70,6,5,Yes
77,97,82,57,7,50,10,0,No
54,55,60,73,13,79,7,6,Yes
52,94,45,62,7,76,7,0,No
93,54,90,78,3,69,6,0,No
80,72,53,62,0,78,8,0,No
96,64,97,72,13,81,6,5,Yes
91,88,47,96,13,76,6,3,Yes
69,96,41,64,12,63,8,0,No
68,72,93,73,13,72,9,5,Yes
97,73,57,92,17,75,5,6,Yes
60,52,96,72,0,62,9,0,No
89,63,61,59,0,50,7,1,No
52,97,96,87,6,72,6,4,Yes
72,92,69,54,13,67,7,2,No
56,65,75,54,7,70,9,1,No
72,62,67,80,8,63,9,1,No
56,53,74,89,3,62,10,0,No
95,48,41,50,2,53,10,1,No
83,85,95,51,7,59,10,5,Yes
91,69,75,98,6,71,4,1,No
68,78,57,78,5,74,6,2,No
58,53,82,56,8,67,5,6,Yes
97,53,48,78,7,79,8,2,No
67,62,67,58,8,78,7,0,No
90,55,47,85,6,68,6,0,No
97,57,92,56,11,61,9,3,No
94,82,47,77,3,65,10,6,Yes
91,53,44,59,0,64,5,0,No
74,60,52,65,5,70,7,2,No
63,48,46,59,9,65,8,6,Yes
93,78,60,88,6,59,6,5,Yes
74,51,68,75,16,60,7,8,Yes
68,59,76,83,1,62,8,1,No
88,82,84,83,7,66,8,1,No
64,55,91,89,0,72,9,3,No
65,76,87,63,14,64,9,6,Yes
76,71,53,67,6,66,9,0,No
89,74,76,50,0,50,10,0,No
59,96,94,66,6,82,9,1,Yes
53,61,90,98,0,56,9,0,No
68,80,43,71,13,59,5,3,No
77,63,95,86,2,63,10,0,No
70,51,61,65,6,68,10,1,No
96,87,95,56,5,59,8,2,No
63,89,50,64,6,66,10,0,No
82,65,73,70,11,61,10,2,No
97,72,84,51,6,60,10,0,No
59,47,55,97,8,62,9,0,No
68,58,48,74,0,87,3,0,No
79,46,55,58,0,71,8,0,No
71,73,78,69,7,67,10,3,No
52,62,55,99,2,60,10,1,No
86,81,70,59,14,86,6,5,Yes
90,89,70,70,13,85,3,4,Yes
67,89,52,53,14,71,9,3,No
60,68,44,79,6,89,6,0,No
97,90,98,83,5,62,9,2,No
51,56,86,79,8,65,7,0,No
61,97,78,63,2,68,9,0,No
55,89,57,71,5,66,10,3,No
92,76,98,50,10,65,9,2,No
89,62,59,57,4,61,10,3,No
93,57,94,60,19,73,9,8,Yes
78,48,41,50,9,70,8,2,No
79,67,79,54,2,60,8,3,No
51,98,69,94,12,76,6,1,Yes
58,54,49,98,13,76,3,0,No
96,99,81,59,2,53,7,0,No
51,49,50,88,11,66,8,6,Yes
78,94,92,62,2,73,8,0,No
82,84,68,70,8,67,8,5,Yes
59,58,92,85,6,56,10,3,No
83,78,79,94,4,61,9,3,No
93,72,55,82,4,64,7,0,No
57,52,87,92,1,83,5,2,No
86,60,67,77,4,60,10,0,No
82,75,56,58,2,59,6,1,No
96,51,77,94,12,74,7,5,Yes
55,47,89,60,0,67,9,0,No
93,73,88,89,17,97,3,9,Yes
89,80,83,78,7,65,7,5,Yes
94,83,54,56,0,58,9,0,No
68,48,70,76,9,57,9,0,No
81,53,46,71,4,51,10,0,No
76,99,99,80,2,62,8,0,No
50,61,85,79,3,54,9,3,No
92,93,69,77,5,50,9,1,No
82,64,75,69,13,66,10,2,No
89,58,88,64,3,51,8,2,No
81,90,65,64,1,60,10,4,Yes
54,73,50,61,2,50,10,0,No
66,57,98,66,1,57,8,0,No
57,80,45,72,12,77,7,6,Yes
91,89,81,55,10,68,6,3,No
83,97,68,94,1,60,10,2,No
58,61,67,65,0,50,10,0,No
72,91,54,76,5,71,6,0,No
84,94,68,72,0,62,9,0,No
99,87,45,50,3,62,7,0,No
56,48,87,94,6,68,6,1,No
64,64,51,56,15,73,8,4,Yes
69,55,90,94,0,64,8,0,No
99,86,55,88,22,89,5,6,Yes
74,66,85,89,8,64,10,2,No
52,89,77,99,1,56,10,1,No
95,98,97,98,17,71,9,5,Yes
73,52,48,97,8,61,7,0,No
83,72,61,98,11,62,8,1,No
95,89,72,89,13,72,9,4,Yes
71,85,65,88,13,70,10,2,No
60,74,93,67,0,60,8,0,No
97,77,79,85,12,76,4,5,Yes
57,77,46,71,6,69,9,1,No
88,91,85,51,11,84,8,5,Yes
92,98,71,97,6,66,8,2,No
84,80,79,75,4,62,9,0,No
98,71,82,99,5,66,5,0,No
95,64,99,81,11,77,9,5,Yes
87,77,63,72,7,87,7,4,Yes
57,69,80,89,3,66,7,0,No
86,88,90,95,7,69,10,0,No
76,87,78,67,14,84,3,6,Yes
77,63,77,68,9,64,8,0,No
89,91,89,73,11,70,10,2,No
83,65,76,53,8,71,10,5,Yes
81,86,58,95,13,65,6,4,Yes
64,77,82,51,1,50,10,0,No
93,47,44,79,11,77,7,2,No
66,58,69,98,6,56,9,2,No
82,59,98,87,2,72,8,3,No
96,77,64,80,8,64,9,2,No
95,86,69,89,7,65,10,3,No
65,66,95,65,8,50,10,4,Yes
78,45,64,82,10,74,4,6,Yes
58,75,48,99,1,66,6,0,No
82,91,66,52,17,82,8,7,Yes
98,79,63,67,0,68,5,2,No
78,97,79,59,5,50,7,0,No
62,64,82,51,16,63,7,4,Yes
70,76,98,79,0,50,10,1,No
70,99,93,79,5,61,10,1,No
54,98,77,74,3,54,7,2,No
59,56,54,92,0,63,4,1,No
55,95,77,73,6,66,10,1,No
62,60,65,84,8,72,9,1,No
50,52,93,59,7,72,8,1,No
69,58,69,97,3,50,9,0,No
96,62,50,79,0,69,8,0,No
95,99,68,75,6,62,9,3,No
57,74,54,84,2,71,6,2,No
59,77,83,73,8,53,10,0,No
58,78,48,69,3,69,4,1,No
98,88,81,88,11,72,9,4,Yes
90,93,68,98,0,75,5,0,No
52,78,54,89,9,71,3,6,Yes
60,93,56,84,10,79,7,2,Yes
61,97,55,88,2,50,10,1,No
59,51,97,59,1,61,8,0,No
74,50,61,76,4,56,10,1,No
98,50,79,64,12,68,4,5,Yes
98,66,88,64,6,65,10,5,Yes
74,52,82,86,7,59,6,6,Yes
60,81,50,84,6,72,9,2,No
85,59,77,52,11,80,7,4,Yes
88,70,64,78,8,58,9,6,Yes
75,83,93,53,1,63,5,0,No
63,47,69,96,4,50,10,0,No
88,54,41,65,11,81,9,2,No
89,47,40,54,8,69,6,2,No
50,74,91,70,0,59,10,0,No
53,90,77,89,15,91,5,7,Yes
79,66,97,91,4,67,7,0,No
61,47,97,70,9,97,2,0,No
84,45,96,51,13,62,8,4,Yes
62,77,76,63,12,62,8,5,Yes
80,63,94,54,2,70,6,2,No
87,80,93,56,13,70,9,3,No
92,78,93,60,9,80,10,2,Yes
72,75,48,84,0,50,10,0,No
53,87,44,79,6,78,3,0,No
65,68,89,93,1,60,6,0,No
56,56,63,95,7,67,8,0,No
71,57,66,50,10,58,10,0,No
78,60,69,65,12,84,6,7,Yes
60,60,90,96,5,70,8,0,No
82,95,54,50,4,70,8,1,No
78,99,86,71,2,50,9,1,No
88,96,48,62,12,70,8,4,Yes
61,97,85,76,12,72,8,5,Yes
56,64,76,64,8,55,10,1,No
88,85,69,66,4,71,5,2,No
91,92,88,58,5,74,4,2,No
97,71,54,54,5,51,9,2,No
75,83,59,72,0,60,8,0,No
89,57,96,93,9,78,5,3,Yes
58,48,88,98,4,81,5,2,No
90,76,95,92,15,83,8,6,Yes
83,89,95,60,3,53,9,1,No
94,84,64,73,8,59,10,7,Yes
62,78,48,57,0,63,8,0,No
85,83,84,96,6,73,6,1,No
74,87,61,83,11,71,9,3,No
73,61,52,91,6,61,10,0,No
93,68,76,80,3,71,6,0,No
66,73,99,71,0,71,9,0,No
51,90,67,63,5,62,6,0,No
62,72,53,54,7,67,7,1,No
80,89,69,66,12,79,4,3,Yes
78,91,78,67,4,60,9,1,No
99,66,96,68,4,73,7,0,No
77,72,44,56,18,74,6,4,Yes
76,97,51,75,8,78,9,2,Yes
64,69,74,74,11,64,6,4,Yes
80,85,80,67,1,84,10,0,No
89,47,81,93,8,67,9,0,No
64,57,40,64,9,75,9,2,No
82,75,85,78,8,81,9,2,Yes
69,57,40,95,0,59,10,0,No
91,85,81,91,4,67,4,2,No
61,62,82,98,7,68,4,1,No
86,81,99,50,0,82,4,0,No
58,87,59,53,19,96,4,5,Yes
72,78,73,58,13,66,10,4,Yes
57,61,94,85,0,50,7,0,No
81,99,73,81,10,76,5,1,Yes
97,96,94,73,10,72,6,3,No
63,65,63,86,11,87,6,6,Yes
76,80,67,67,0,64,9,1,No
74,98,50,64,9,70,5,0,No
62,94,47,69,1,52,10,1,No
70,96,74,89,10,66,9,2,No
94,84,80,51,3,56,9,4,Yes
80,63,97,74,13,70,8,6,Yes
86,56,55,62,8,65,5,3,No
97,72,97,76,0,56,9,1,No
92,55,55,62,0,60,9,3,No
54,92,81,77,9,75,9,3,Yes
62,81,45,95,3,73,9,0,No
77,72,59,64,10,78,10,3,No
92,79,95,78,5,51,10,2,No
74,88,91,70,14,62,6,5,Yes
84,59,91,93,12,69,10,2,No
96,60,50,80,9,58,10,4,Yes
88,89,47,72,4,68,9,2,No
56,51,59,86,2,62,10,0,No
87,91,71,52,7,68,8,1,No
81,47,72,99,1,74,6,0,No
52,75,45,84,9,66,7,2,No
94,56,67,63,5,54,6,0,No
88,52,47,51,6,64,8,2,No
86,69,53,99,5,50,7,1,No
99,88,42,62,9,68,10,1,No
71,94,41,51,9,50,8,2,No
57,79,61,61,4,64,10,0,No
66,56,72,76,4,75,4,1,No
76,99,82,83,6,71,7,0,No
82,65,60,89,5,68,7,1,No
95,70,45,54,8,73,7,3,No
66,99,79,74,0,53,9,0,No
91,46,46,60,13,53,10,2,No
61,58,45,62,9,57,10,4,Yes
97,90,89,77,10,76,7,4,Yes
95,48,83,70,11,81,6,6,Yes
76,61,47,98,0,73,5,0,No
97,91,63,97,0,50,9,0,No
57,92,66,75,0,72,4,1,No
72,49,92,76,8,55,9,0,No
91,68,90,75,8,72,10,2,No
98,93,67,64,11,77,10,5,Yes
78,99,98,99,13,66,9,5,Yes
99,51,95,55,0,68,10,0,No
69,67,44,53,0,50,8,0,No
65,91,58,53,4,54,7,2,No
66,61,48,79,9,61,7,3,No
65,56,64,62,6,73,7,3,No
68,55,83,58,19,85,8,1,No
57,95,86,91,2,64,6,2,No
87,55,94,63,9,71,9,1,No
87,78,84,77,13,86,8,3,Yes
78,91,95,89,15,71,8,2,No
90,81,52,52,7,63,7,1,No
85,94,92,90,2,60,9,0,No
75,73,92,78,10,60,9,4,Yes
80,97,76,82,10,76,8,6,Yes
93,97,41,64,12,60,10,7,Yes
61,92,90,96,14,72,5,2,No
66,80,79,88,6,75,8,1,Yes
64,71,53,64,1,58,10,0,No
58,99,70,56,10,60,9,3,No
88,86,45,94,10,73,8,2,No
91,66,64,61,6,73,7,4,Yes
97,46,78,99,2,67,6,1,No
61,91,85,88,9,74,4,0,No
81,80,70,56,12,65,10,2,No
74,92,77,96,0,82,6,0,No
88,74,55,90,8,78,7,1,Yes
67,51,66,55,8,61,9,3,No
64,56,69,75,15,77,6,1,No
81,47,43,58,6,68,10,1,No
55,61,78,73,13,75,6,6,Yes
93,85,55,79,13,77,8,2,Yes
92,76,75,65,12,72,7,3,No
84,52,46,97,2,68,3,3,No
83,67,60,76,19,88,4,5,Yes
87,82,41,82,8,72,10,3,No
54,74,94,72,7,61,7,4,Yes
67,59,47,94,6,78,8,0,No
65,54,81,68,12,71,8,3,No
57,99,66,85,17,79,7,8,Yes
74,82,41,68,11,67,8,3,No
81,59,45,71,5,78,8,3,No
75,74,43,91,15,69,8,3,No
71,90,60,94,1,60,6,0,No
80,70,40,82,4,89,8,5,Yes
92,95,77,94,2,50,10,2,No
59,89,99,59,5,56,6,3,No
61,58,51,96,10,81,5,4,Yes
77,47,66,81,5,66,10,1,No
55,80,53,64,7,73,6,3,No
69,70,54,88,8,55,10,1,No
54,58,63,95,4,62,8,0,No
72,75,57,57,1,60,10,1,No
58,58,56,74,0,60,8,5,Yes
78,84,48,67,14,75,4,1,No
65,54,86,64,2,50,10,0,No
95,53,57,75,3,62,10,0,No
71,90,95,90,0,75,8,2,No
57,84,92,93,6,63,7,1,No
69,87,57,70,10,61,8,2,No
63,86,44,71,5,59,9,2,No
88,62,87,95,9,81,8,2,Yes
86,80,48,83,0,50,10,1,No
99,80,93,86,9,75,7,3,Yes
83,56,74,86,4,68,9,0,No
60,94,83,63,0,52,8,1,No
89,84,95,53,0,90,9,0,No
82,47,85,73,2,71,4,0,No
80,62,40,51,1,63,10,0,No
93,51,80,50,8,80,4,0,No
83,75,48,51,10,76,6,3,No
99,45,71,62,8,72,4,3,No
56,75,59,76,8,70,9,4,Yes
98,98,52,66,1,56,10,0,No
72,57,79,94,8,78,6,0,Yes
95,73,50,66,11,70,5,1,No
56,47,85,54,6,78,9,3,No
74,73,87,73,6,77,6,1,Yes
52,79,82,57,2,72,7,0,No
87,59,90,93,8,64,6,1,No
69,65,93,58,4,56,10,3,No
83,63,81,67,11,71,7,6,Yes
98,72,65,65,9,69,8,1,No
93,48,79,81,6,62,7,0,No
93,89,50,89,7,77,8,1,Yes
79,57,64,88,6,75,7,0,Yes
66,59,79,90,5,73,4,4,Yes
59,95,64,93,7,81,7,2,Yes
84,92,59,95,2,64,9,1,No
69,83,81,81,8,57,7,0,No
67,76,88,91,8,82,9,2,Yes
94,47,94,97,1,66,6,0,No
93,74,50,51,9,80,7,3,No
76,64,83,87,6,71,10,2,No
98,46,49,92,3,57,10,1,No
85,94,91,53,11,59,6,6,Yes
72,69,88,54,13,83,8,3,Yes
81,55,42,86,3,59,8,2,No
59,45,78,98,5,76,5,1,Yes
60,92,66,86,13,53,10,6,Yes
87,93,74,75,0,67,10,0,No
55,92,88,92,16,82,6,3,Yes
90,54,94,58,7,83,3,0,Yes
96,61,79,64,11,67,5,4,Yes
83,74,70,73,0,60,10,0,No
85,79,60,73,1,77,8,0,No
86,94,61,84,4,78,8,1,No
66,63,58,97,1,56,6,0,No
89,90,53,90,0,50,8,0,No
89,97,76,74,3,64,7,0,No
61,78,90,75,2,72,5,1,No
70,76,84,72,0,67,8,0,No
89,56,89,55,14,73,6,4,Yes
68,87,62,90,10,92,5,3,Yes
52,61,65,76,1,58,7,3,No
67,50,82,68,8,72,5,5,Yes
68,95,94,80,9,58,6,1,No
96,57,83,87,0,53,7,2,No
55,83,79,92,9,69,8,3,No
65,66,51,81,4,70,6,0,No
57,55,40,51,9,50,10,0,No
97,51,89,67,1,53,10,0,No
67,89,73,77,10,50,10,4,Yes
97,89,83,56,14,58,6,1,No
92,65,58,72,9,85,5,3,Yes
88,45,62,85,0,53,10,0,No
98,74,46,73,20,100,5,6,Yes
98,63,46,77,11,58,7,4,Yes
61,95,40,74,6,74,6,2,No
94,99,57,88,12,75,10,3,Yes
59,91,47,98,18,79,9,6,Yes
56,90,64,53,0,50,9,0,No
95,73,81,94,13,69,7,6,Yes
50,79,68,68,5,65,9,3,No
98,97,62,53,8,65,7,1,No
85,64,68,62,6,70,9,4,Yes
70,80,40,50,0,55,9,0,No
86,83,54,83,10,65,6,5,Yes
73,45,54,56,0,60,10,0,No
74,67,67,74,4,74,5,0,No
56,75,75,72,4,85,2,0,No
91,95,81,79,7,60,10,0,No
66,79,79,98,0,50,10,1,No
78,96,71,56,13,81,5,3,Yes
79,91,85,94,0,73,10,0,No
56,89,52,66,2,50,10,0,No
82,66,60,82,4,77,3,2,No
56,90,88,51,5,71,6,0,No
73,51,78,87,8,56,10,1,No
60,77,77,93,6,50,10,0,No
58,89,48,62,17,70,7,9,Yes
61,80,59,81,8,79,8,2,Yes
84,88,59,71,9,64,7,3,No
53,51,47,58,2,63,9,1,No
85,71,53,66,9,52,9,0,No
77,46,59,67,3,71,4,0,No
62,61,74,89,3,60,8,0,No
72,45,94,89,21,91,10,9,Yes
68,90,84,76,15,64,7,6,Yes
91,74,60,60,3,50,10,0,No
86,66,80,77,10,79,7,1,Yes
88,72,92,57,9,77,7,6,Yes
73,97,80,99,5,59,7,0,No
65,77,93,67,17,100,5,2,Yes
82,70,61,62,6,68,9,2,No
61,79,82,82,13,72,8,4,Yes
83,55,45,64,3,68,7,0,No
56,51,94,71,10,75,6,3,No
60,72,83,87,13,84,5,4,Yes
80,69,66,79,2,56,10,1,No
78,85,43,55,6,67,8,1,No
62,75,43,94,6,65,8,0,No
80,98,96,83,17,79,5,5,Yes
51,47,67,68,12,88,3,1,No
88,77,94,98,6,64,8,0,No
64,95,66,82,6,64,4,2,No
60,78,97,63,8,68,9,3,No
83,65,93,97,0,59,8,0,No
88,81,56,96,14,72,6,5,Yes
53,93,78,90,2,66,5,1,No
60,63,77,68,6,67,8,6,Yes
78,81,99,89,14,76,8,6,Yes
51,99,91,64,9,75,10,0,Yes
65,65,68,59,4,73,6,0,No
88,58,79,51,2,72,10,1,No
62,54,46,99,5,75,7,0,No
86,97,47,51,7,73,8,7,Yes
66,51,80,70,18,66,10,7,Yes
70,73,72,61,3,56,10,0,No
93,84,71,59,6,62,9,0,No
68,52,74,61,0,59,8,0,No
56,83,57,88,5,58,6,4,Yes
87,57,90,51,9,61,9,4,Yes
57,90,98,50,2,50,10,0,No
62,63,82,51,8,65,8,2,No
86,55,55,72,0,61,8,0,No
51,46,57,77,9,66,5,2,No
90,93,98,66,6,63,7,3,No
60,50,77,89,3,65,10,0,No
73,73,64,70,14,80,6,5,Yes
55,85,73,93,4,66,5,1,No
75,95,43,83,10,74,7,2,No
56,49,44,58,8,75,10,0,No
88,85,92,66,15,70,10,7,Yes
68,74,53,98,8,79,4,5,Yes
55,83,40,91,5,60,6,1,No
92,80,61,94,5,62,7,1,No
78,71,85,81,9,50,9,0,No
92,94,60,54,5,60,8,1,No
88,62,52,63,10,57,6,5,Yes
51,96,93,95,8,80,7,4,Yes
68,93,87,96,2,71,6,0,No
53,80,75,74,0,54,9,3,No
55,98,68,71,8,64,7,0,No
98,60,98,54,6,51,8,1,No
86,98,77,87,13,65,5,6,Yes
77,99,48,58,4,69,7,2,No
79,49,72,80,10,82,4,2,Yes
56,53,61,90,9,68,5,1,No
58,78,56,70,0,61,6,3,No
74,78,99,85,6,67,8,0,No
82,80,62,50,14,69,4,4,Yes
50,75,75,71,8,71,10,1,No
55,96,45,72,7,64,10,2,No
67,64,87,72,10,76,10,3,Yes
59,61,78,64,3,62,6,2,No
77,64,68,95,5,50,9,3,No
60,72,66,50,7,72,6,0,No
82,65,44,55,14,75,5,2,No
50,63,48,89,1,56,7,2,No
62,47,63,84,7,67,10,0,No
86,74,58,66,6,57,10,1,No
69,49,72,72,12,61,7,3,No
50,86,98,69,10,66,9,2,No
52,50,69,77,4,67,9,2,No
67,47,97,86,8,72,4,2,No
90,93,79,67,6,54,9,2,No
63,86,91,56,4,64,10,2,No
80,68,94,98,20,69,2,5,Yes
76,88,43,96,6,67,7,6,Yes
66,45,94,69,6,64,8,0,No
95,94,71,73,7,69,7,2,No
78,95,88,65,2,55,8,4,Yes
85,98,40,62,4,77,8,1,No
86,96,73,77,10,89,6,2,Yes
75,80,60,56,0,57,4,1,No
66,59,70,64,2,55,8,3,No
71,85,98,72,11,60,5,1,No
74,82,53,72,8,55,9,4,Yes
51,88,65,80,4,74,5,2,No
71,62,61,54,4,59,10,0,No
54,67,73,76,0,50,5,1,No
53,91,72,93,18,66,7,6,Yes
85,73,96,59,2,50,9,0,No
55,95,52,91,12,85,3,5,Yes
70,85,71,56,0,74,8,0,No
62,66,94,81,10,68,9,4,Yes
86,68,47,72,12,68,8,3,No
74,89,61,96,3,50,8,3,No
75,92,80,58,5,51,6,2,No
88,57,95,78,12,63,7,7,Yes
69,77,59,76,1,67,8,0,No
82,94,60,87,10,94,8,3,Yes
63,66,73,70,3,70,8,0,No
85,79,88,92,12,70,4,5,Yes
66,61,69,55,15,76,7,3,No
70,66,45,75,1,62,9,0,No
95,49,74,69,10,67,4,4,Yes
65,69,66,64,11,69,7,2,No
95,50,59,94,0,50,10,0,No
65,97,88,87,13,65,8,2,No
69,61,77,69,8,64,6,3,No
78,75,79,64,10,59,10,3,No
77,61,53,78,0,62,8,2,No
57,77,49,55,10,75,9,5,Yes
73,83,91,65,6,79,3,0,Yes
52,98,81,50,1,57,8,1,No
74,92,54,55,11,52,5,6,Yes
68,81,79,65,11,87,4,1,Yes
82,92,82,82,8,58,10,5,Yes
51,48,87,56,6,86,8,0,No
64,87,97,59,6,81,10,6,Yes
71,58,42,57,0,56,7,3,No
59,57,54,70,5,62,10,0,No
67,71,84,75,12,60,10,2,No
71,68,70,86,13,50,9,6,Yes
95,71,50,67,4,69,8,1,No
98,52,85,53,8,66,7,3,No
76,97,78,69,9,80,8,4,Yes
62,96,58,97,10,83,3,4,Yes
82,91,54,91,8,50,8,0,No
54,94,77,97,11,71,8,2,No
75,83,59,89,5,86,6,0,Yes
62,65,61,68,11,61,9,1,No
76,95,46,82,5,76,5,3,Yes
63,85,95,72,8,71,5,5,Yes
73,55,53,58,9,72,6,5,Yes
52,75,93,87,7,66,4,2,No
96,71,43,94,0,50,10,0,No
98,86,48,94,10,54,10,0,No
79,90,78,67,11,64,9,4,Yes
84,92,64,95,10,59,9,5,Yes
97,71,86,51,13,78,6,7,Yes
63,52,74,97,11,92,2,5,Yes
61,77,76,66,3,78,8,1,No
77,56,88,65,0,55,9,0,No
93,79,66,95,2,73,10,0,No
78,78,67,94,8,76,7,4,Yes
92,60,63,97,10,72,7,3,No
66,80,72,73,6,83,4,4,Yes
89,46,72,80,0,50,10,0,No
98,56,55,50,9,62,9,3,No
70,71,62,77,7,75,10,0,Yes
72,61,85,98,7,70,9,5,Yes
69,64,50,82,15,68,7,3,No
60,65,85,91,10,56,6,2,No
83,74,79,86,7,52,10,6,Yes
59,86,58,88,0,59,8,3,No
59,64,73,53,12,79,6,6,Yes
92,52,62,50,0,73,7,0,No
55,62,49,82,4,53,10,0,No
85,62,76,59,1,58,10,0,No
73,62,86,52,4,54,10,0,No
61,46,40,86,4,68,10,6,Yes
92,56,41,94,0,66,8,0,No
72,76,90,70,0,51,8,1,No
76,86,61,58,3,50,7,2,No
94,52,56,89,0,78,6,2,No
86,95,86,92,4,64,9,4,Yes
55,54,63,73,4,65,9,3,No
50,55,89,95,12,60,8,3,No
55,58,60,57,2,60,7,0,No
99,70,79,73,5,58,8,2,No
71,91,68,73,7,61,8,0,No
90,74,92,59,11,61,10,6,Yes
73,99,53,84,11,82,9,7,Yes
74,86,47,53,0,53,10,1,No
64,48,69,93,0,69,7,2,No
75,83,61,58,13,61,9,2,No
57,55,62,60,2,76,9,0,No
73,68,79,92,11,73,7,1,No
97,98,90,97,13,80,7,5,Yes
87,66,52,62,0,50,10,0,No
55,47,67,76,0,66,8,0,No
84,81,69,79,6,88,7,1,Yes
91,46,44,95,8,70,5,2,No
50,56,49,88,3,89,5,1,No
95,65,78,61,7,50,10,3,No
85,49,48,68,6,56,9,0,No
61,51,53,89,5,69,9,1,No
87,48,77,53,6,56,8,3,No
60,87,49,98,0,82,7,1,No
61,98,72,83,6,55,7,5,Yes
91,85,50,72,7,74,7,2,No
99,80,79,94,3,56,6,1,No
88,66,45,75,3,50,10,1,No
56,73,56,56,0,59,10,2,No
60,53,75,67,7,63,10,2,No
85,70,45,91,1,65,7,0,No
80,56,86,53,6,74,7,0,No
82,92,49,57,6,59,8,1,No
62,45,88,71,4,73,2,0,No
67,52,81,75,10,70,6,2,No
90,77,44,62,4,56,8,0,No
73,96,58,95,7,60,9,0,No
58,95,46,66,10,70,7,0,No
80,48,63,93,7,71,9,1,No
90,58,90,85,3,62,7,0,No
59,99,81,90,0,58,10,0,No
51,73,58,96,2,54,10,0,No
87,58,50,64,8,69,8,3,No
64,53,42,67,5,67,6,0,No
52,53,69,76,8,87,7,5,Yes
92,70,82,55,6,56,10,1,No
80,93,77,83,4,77,9,0,No
55,91,45,90,0,67,8,0,No
52,86,86,54,0,59,9,2,No
60,61,74,61,0,79,7,1,No
64,85,61,78,14,73,3,2,No
94,48,96,86,1,64,10,0,No
77,90,50,61,2,58,8,0,No
59,47,47,74,1,68,8,0,No
87,73,66,96,13,73,5,6,Yes
96,69,68,83,10,61,5,6,Yes
99,65,94,60,6,70,9,2,No
99,56,94,72,0,76,9,0,No
56,98,47,73,7,61,8,2,No
64,45,62,98,8,77,7,4,Yes
67,45,68,67,11,65,6,4,Yes
67,89,55,59,0,64,8,2,No
90,90,74,54,4,69,8,2,No
73,92,47,80,7,79,9,2,Yes
51,51,47,74,10,62,8,2,No
89,54,84,66,0,58,6,0,No
69,59,72,77,0,54,10,0,No
83,84,81,50,5,72,8,1,No
92,55,44,94,0,66,9,0,No
75,90,76,51,0,62,8,0,No
56,89,56,98,16,75,4,8,Yes
87,67,61,96,5,74,7,3,No
79,57,53,89,2,50,9,3,No
91,71,77,51,1,62,10,0,No
54,85,71,76,5,75,6,3,Yes
60,61,53,57,2,50,8,0,No
50,94,83,76,10,66,8,2,No
83,95,59,86,2,57,8,0,No
50,57,61,66,4,60,8,4,Yes
68,56,69,53,4,82,6,2,No
51,73,93,93,7,50,10,2,No
70,65,72,99,4,59,6,0,No
69,64,44,87,8,73,7,0,No
72,64,57,80,7,75,6,2,No
70,75,85,54,10,81,5,1,Yes
73,52,46,74,8,54,7,4,Yes
53,68,68,77,4,76,10,0,No
61,55,96,68,13,84,5,3,Yes
71,83,86,86,4,56,9,0,No
69,77,48,91,14,65,10,6,Yes
67,86,86,72,12,60,9,2,No
50,59,98,85,7,50,6,1,No
79,48,87,94,5,85,7,0,Yes
82,45,80,62,2,63,6,0,No
73,76,98,66,8,50,6,4,Yes
63,55,46,99,6,50,10,2,No
85,74,46,79,7,57,9,0,No
54,81,88,72,9,64,8,5,Yes
60,63,82,98,10,77,7,2,Yes
73,95,98,52,3,73,6,4,Yes
80,80,45,62,4,67,8,2,No
62,78,85,81,0,61,10,0,No
65,51,86,94,7,70,7,2,No
73,89,92,84,15,87,5,6,Yes
62,64,79,51,0,61,7,0,No
73,97,95,96,4,69,9,1,No
